Unnamed: 0,User-ID,ISBN,Book-Rating
1456,277427,002542730X,10
1469,277427,0060930535,0
1471,277427,0060934417,0
1474,277427,0061009059,9
1484,277427,0140067477,0
1489,277427,014029628X,0
1493,277427,014100018X,0
1495,277427,0142001740,0
1513,277427,0312966091,0
1514,277427,031298328X,0
1516,277427,0316096199,0
1517,277427,0316168688,0
1518,277427,0316284955,0
1519,277427,0316569321,0
1520,277427,0316602051,0
1521,277427,0316666343,0
1522,277427,0316776963,8
1523,277427,0316777730,0
1533,277427,0345339681,0
1535,277427,0345361792,0
1543,277427,0345413903,10
1545,277427,0345436911,0
1553,277427,0374199698,0
1559,277427,0375727132,0
1566,277427,0380710218,0
1568,277427,0380718332,0
1578,277427,0385424736,9
1580,277427,0385484518,0
1581,277427,0385486804,9
1584,277427,0385504209,8
1596,277427,0399144463,0
1601,277427,0399501487,9
1608,277427,0425107469,0
1610,277427,0425115801,0
1611,277427,0425116840,8
1618,277427,0425154092,0
1621,277427,0425158616,0
1625,277427,0425175405,0
1629,277427,0439064872,0
1630,277427,0439136369,0
1631,277427,043936213X,0
1647,277427,0440224764,7
1649,277427,0440225701,0
1651,277427,0440236703,0
1653,277427,0440241073,0
1658,277427,0441172717,0
1665,277427,0446602620,0
1666,277427,0446603716,0
1667,277427,0446604801,0
1668,277427,0446607193,0
1670,277427,0446608890,10
1672,277427,0446611212,0
1675,277427,0449221482,0
1676,277427,0449221504,0
1684,277427,0451169522,0
1685,277427,0451177096,0
1694,277427,0452284449,6
1701,277427,0515132020,0
1702,277427,0515133302,0
1713,277427,0553268880,0
1714,277427,0553271636,0
1715,277427,0553274295,0
1716,277427,0553279556,0
1717,277427,0553280341,0
1718,277427,0553280368,9
1725,277427,0553571818,0
1727,277427,0553572997,0
1737,277427,0553582755,0
1741,277427,0609804138,0
1748,277427,0671001795,0
1776,277427,0679731148,9
1779,277427,0679751521,0
1786,277427,0684872153,0
1799,277427,0743412028,9
1818,277427,080410753X,0
1820,277427,080411918X,0
1916,277427,0971880107,0
1917,277427,1400031354,0
1918,277427,1400034779,0
2049,277478,0345351525,0
2054,277478,0345443284,0
2087,277478,0425169863,0
2098,277478,0440225701,0
2099,277478,0440234743,0
2107,277478,0446607657,0
2114,277478,0449907481,0
2139,277478,0553579606,0
2140,277478,0553579754,0
2141,277478,0553580191,0
2148,277478,0671003755,0
2158,277478,0671888587,0
2170,277478,0786868716,0
2173,277478,080410526X,0
2188,277478,0971880107,0
2449,277639,0345391055,0
2450,277639,034539657X,8
2487,277639,0373825013,0
2499,277639,0380731851,6
2521,277639,0425133540,0
2523,277639,0425147363,8
2524,277639,042516098X,5
2537,277639,0440211727,8
2539,277639,0440213525,0
2540,277639,0440214041,9
2541,277639,0440218535,0
2542,277639,0440222656,0
2551,277639,0446359866,0
2554,277639,0446611212,0
2555,277639,0446612790,0
2579,277639,0451170385,0
2617,277639,0553579754,7
2618,277639,0553582755,0
2645,277639,0671004565,0
4358,278418,006016848X,0
4444,278418,0064400557,0
4496,278418,0140177396,0
4498,278418,0140244824,0
4499,278418,014025448X,0
4955,278418,0312974256,0
4997,278418,0345313860,0
5010,278418,0345348036,0
5018,278418,0345361792,0
5021,278418,0345368754,0
5026,278418,0345380371,0
5027,278418,034538184X,0
5028,278418,0345384350,0
5029,278418,0345384466,0
5031,278418,034538475X,0
5034,278418,0345391055,0
5035,278418,0345404114,0
5037,278418,0345422317,0
5701,278418,0373484003,0
5817,278418,0373825013,0
5838,278418,0375702709,0
5839,278418,0375703055,0
5840,278418,0375706410,0
5841,278418,0375725784,0
5855,278418,0380002930,0
5862,278418,0380018179,0
5916,278418,0380789035,0
5942,278418,0385265700,0
5955,278418,0385420161,0
5962,278418,038549081X,0
5963,278418,0385490992,0
5964,278418,0385492081,0
5966,278418,038550120X,0
5967,278418,0385722206,0
5990,278418,0394820371,8
6145,278418,0425116840,0
6155,278418,042513525X,5
6156,278418,042513699X,0
6160,278418,0425147622,0
6163,278418,0425151867,0
6165,278418,0425155404,0
6167,278418,0425158632,0
6176,278418,0425170349,0
6181,278418,0425178102,7
6186,278418,042518630X,7
6345,278418,0440206154,0
6353,278418,044021145X,0
6355,278418,0440211727,0
6360,278418,0440214041,0
6368,278418,0440220602,0
6369,278418,0440222656,0
6373,278418,0440224594,0
6377,278418,0440225701,0
6378,278418,0440226430,0
6382,278418,0440235596,0
6384,278418,0440236673,0
6387,278418,044023722X,0
6484,278418,0446310786,0
6496,278418,0446363251,0
6499,278418,0446364193,0
6502,278418,0446364800,0
6510,278418,044651652X,0
6516,278418,0446520802,0
6535,278418,0446604844,0
6536,278418,0446605239,0
6540,278418,0446608955,0
6544,278418,0446672211,0
6632,278418,0451153553,0
6634,278418,0451156609,0
6635,278418,0451160525,0
6640,278418,0451169530,0
6642,278418,0451172817,0
6645,278418,0451176464,0
6648,278418,0451177096,0
6654,278418,0451181379,0
6656,278418,0451183665,0
6657,278418,0451184963,0
6668,278418,0451205421,0
6697,278418,0452264464,0
6739,278418,051512608X,0
6740,278418,0515126772,0
6742,278418,0515127833,0
6744,278418,0515128546,0
6747,278418,0515130389,8
6749,278418,0515131229,8
6858,278418,0553208845,0
6882,278418,0553268880,0
6886,278418,0553272535,0
6887,278418,0553274295,0
6896,278418,0553284789,0
6944,278418,055356451X,0
6966,278418,0553573136,0
6971,278418,0553579754,0
6972,278418,0553580221,0
7532,278418,0671024248,0
7537,278418,0671027662,0
7595,278418,0671617028,0
7671,278418,0671758896,0
7687,278418,0671867113,0
7927,278418,074343627X,0
7929,278418,0743460529,0
8007,278418,0786817070,0
8022,278418,0786889020,0
8053,278418,080410526X,0
8576,278418,1559029838,0
10056,254,0060930535,0
10062,254,0061020710,0
10074,254,014028009X,0
10075,254,0140298479,0
10079,254,014100018X,0
10084,254,0142001740,9
10090,254,0312305060,0
10100,254,0316569321,0
10101,254,0316769487,0
10102,254,0316776963,0
10106,254,0345350499,0
10109,254,0345384466,0
10110,254,0345387651,0
10128,254,0373218400,0
10175,254,0375727345,0
10185,254,0380789019,0
10186,254,0380789035,10
10193,254,0380977788,0
10198,254,038542017X,0
10202,254,0399146431,9
10203,254,0399501487,0
10205,254,0425092917,0
10208,254,0439064864,9
10209,254,0439064872,9
10210,254,0439136350,9
10211,254,0439136369,9
10212,254,0439139597,9
10213,254,043935806X,0
10216,254,0440211263,0
10222,254,0441003257,0
10225,254,0441569595,0
10235,254,0446605239,0
10243,254,0451167317,8
10251,254,0451524934,9
10253,254,0451526341,8
10256,254,0452282152,0
10261,254,051512317X,0
10263,254,051513287X,0
10265,254,0553250426,0
10266,254,0553250531,0
10279,254,0590353403,9
10290,254,0671021001,7
10302,254,0679735909,0
10304,254,067976402X,0
10305,254,0679781587,8
10309,254,0684833395,0
10310,254,0684872153,0
10311,254,0684874350,0
10313,254,0743225406,0
10320,254,0804106304,0
10321,254,080410753X,0
14917,2276,034538475X,0
14920,2276,0345391055,0
14923,2276,0345413881,0
14929,2276,0380002930,9
14944,2276,0385505833,5
14945,2276,0385510438,0
14979,2276,0425158616,0
14981,2276,0425172546,9
14983,2276,0425182908,4
14991,2276,0440221471,10
14992,2276,0440236673,10
14994,2276,0440241537,0
15037,2276,0446605484,0
15038,2276,0446607657,0
15039,2276,0446609323,9
15040,2276,0446609404,0
15041,2276,0446612790,10
15054,2276,0449212602,0
15056,2276,0449227421,0
15072,2276,0451153553,0
15077,2276,0451167317,0
15079,2276,0451184963,0
15129,2276,0553250531,0
15145,2276,0553576801,8
15146,2276,0553582526,9
15231,2276,0679429220,0
15253,2276,0805063897,10
15256,2276,0812511816,0
16251,2766,0060392452,0
16252,2766,0060958022,8
16265,2766,014100018X,0
16269,2766,0142001740,0
16284,2766,0312305060,0
16285,2766,0316284955,0
16286,2766,0316666343,9
16287,2766,0316776963,0
16292,2766,0345378490,0
16293,2766,0345384369,0
16294,2766,0345391802,0
16307,2766,0385486804,0
16308,2766,0385508417,7
16315,2766,0425178102,5
16324,2766,0440211263,8
16326,2766,0440213290,0
16327,2766,0440214041,0
16328,2766,0440219078,8
16329,2766,0440221595,8
16333,2766,0440236673,0
16337,2766,0440498058,0
16340,2766,0446310786,10
16341,2766,0446516538,6
16342,2766,0446606812,0
16344,2766,0446611867,7
16347,2766,0449005615,9
16353,2766,0451183665,0
16364,2766,0553279912,7
16385,2766,0671510053,0
16386,2766,0671617028,0
16400,2766,067976402X,0
16411,2766,0684874350,0
16419,2766,0743412028,0
16422,2766,0767902521,8
16427,2766,0786867647,0
16480,2766,0971880107,6
16489,2766,1559029838,0
16512,2766,1573225789,0
16953,2977,0060392452,0
16961,2977,006099486X,0
16973,2977,0142001430,7
16996,2977,0316569321,7
16998,2977,0345370775,0
17005,2977,037570504X,5
17007,2977,0375725784,3
17018,2977,0385722206,0
17039,2977,044021145X,0
17040,2977,0440234743,0
17048,2977,0449221504,0
17050,2977,0451153553,0
17059,2977,0452282152,7
17089,2977,0671021001,9
17117,2977,0767902521,0
17160,2977,0971880107,0
17858,3363,002542730X,0
17864,3363,0060096195,0
17869,3363,0060175400,0
17884,3363,0060502258,0
17896,3363,0060928336,0
17899,3363,0060958022,0
17902,3363,0060976845,0
17903,3363,0060987103,0
17904,3363,0060987529,0
17925,3363,0064472272,0
17932,3363,0070212570,0
17937,3363,0140067477,0
17950,3363,0140293248,0
17993,3363,0312144075,0
18007,3363,0312278586,0
18017,3363,0316096199,10
18020,3363,0316284955,0
18024,3363,0316569321,0
18025,3363,0316666343,0
18034,3363,0345337662,0
18035,3363,0345348036,0
18039,3363,0345380371,0
18043,3363,0345404114,0
18047,3363,0345417623,0
18054,3363,0345445848,0
18062,3363,0373218400,0
18100,3363,037570504X,0
18101,3363,0375705856,0
18103,3363,0375706771,0
18105,3363,0375726403,0
18128,3363,0380814021,10
18131,3363,0380820293,0
18151,3363,0385335482,0
18153,3363,0385335830,0
18154,3363,0385335881,0
18157,3363,0385420161,0
18159,3363,038542471X,0
18160,3363,0385424728,0
18167,3363,0385504209,0
18203,3363,0425147363,0
18205,3363,0425155404,0
18206,3363,0425158616,0
18208,3363,0425169863,0
18221,3363,0440206154,0
18224,3363,0440224675,0
18229,3363,0440234743,0
18230,3363,0440236673,0
18240,3363,0446394521,0
18242,3363,0446520802,0
18254,3363,0446606812,0
18257,3363,0446672211,10
18258,3363,0446675059,0
18265,3363,0449005615,0
18285,3363,0452268060,0
18304,3363,0515131229,0
18305,3363,051513287X,0
18343,3363,0553277472,0
18403,3363,0670880728,0
18409,3363,0671003755,0
18411,3363,0671027344,9
18420,3363,0671673688,0
18447,3363,0679772677,0
18501,3363,0743418174,0
18523,3363,0767905180,0
18543,3363,0786866586,0
18545,3363,0786881852,0
18550,3363,0786885688,0
18565,3363,080410526X,0
18569,3363,080411868X,0
18574,3363,0805063897,0
18601,3363,0842329218,0
18602,3363,0842329242,0
18633,3363,089480829X,0
18653,3363,0971880107,0
18662,3363,1551668998,0
18673,3363,155874262X,0
18678,3363,1558744150,0
18681,3363,1558744630,0
20757,4017,0060915544,8
20762,4017,0060928336,0
20763,4017,0060929871,9
20774,4017,0140042598,10
20777,4017,0140244824,10
20779,4017,014028009X,9
20780,4017,0142001740,0
20784,4017,0156027321,0
20796,4017,0312291639,0
20797,4017,0316096199,10
20799,4017,0316182540,0
20800,4017,0316284955,0
20801,4017,0316666343,10
20804,4017,0316899984,5
20813,4017,0345424719,10
20816,4017,0345443284,10
20817,4017,0374129983,0
20823,4017,0375502238,0
20825,4017,0375506039,0
20827,4017,037570504X,10
20828,4017,0375705856,9
20830,4017,0375707972,10
20839,4017,0380730138,9
20843,4017,0385265700,9
20849,4017,038533334X,10
20850,4017,0385486804,10
20851,4017,0385502532,9
20863,4017,0399146431,0
20868,4017,0446310786,10
20869,4017,0446516538,7
20876,4017,0452260116,9
20879,4017,0452280621,10
20883,4017,0452282829,10
20885,4017,0452283205,0
20888,4017,0553275976,0
20889,4017,059035342X,0
20893,4017,0670892963,8
20894,4017,0671038184,10
20895,4017,0671510053,10
20904,4017,067976402X,10
20906,4017,0679781587,9
20908,4017,068484267X,10
20910,4017,068484477X,5
20914,4017,0688177859,7
20926,4017,0786866586,0
20927,4017,0786868716,0
20929,4017,0786881852,0
20934,4017,0802139256,0
20935,4017,0804106304,0
20955,4017,1573225789,9
21917,4385,0440221471,10
21993,4385,0786868716,0
25454,6242,0060934417,7
25456,6242,0060958022,6
25458,6242,0060987103,7
25459,6242,0060987561,0
25465,6242,0140244824,0
25471,6242,0140293248,5
25474,6242,0142001430,7
25483,6242,0312144075,5
25485,6242,0312195516,7
25488,6242,0312243022,8
25490,6242,0312282990,6
25492,6242,0312291639,5
25502,6242,0375705856,5
25504,6242,0375706410,8
25507,6242,0375707972,8
25509,6242,0375726403,7
25520,6242,038542017X,7
25532,6242,039592720X,5
25533,6242,0446670251,5
25536,6242,0452264464,5
25596,6242,0679746048,5
25597,6242,0679751521,5
25598,6242,067976402X,8
25607,6242,068484267X,8
25608,6242,068484477X,8
25618,6242,0749397543,3
25649,6242,0871136791,8
25666,6242,1573225789,7
25667,6242,1573227331,6
25670,6242,1573229326,6
25718,6251,0060392452,10
25721,6251,0060915544,0
25723,6251,0060930535,0
25726,6251,0060932759,0
25727,6251,0060938455,0
25739,6251,0060976845,0
25741,6251,0060987103,0
25743,6251,0060987529,0
25744,6251,0061009059,7
25745,6251,006101351X,0
25764,6251,0064407667,0
25765,6251,0064407675,0
25777,6251,0140067477,10
25784,6251,0140244824,0
25785,6251,0140254544,0
25790,6251,0140293248,0
25810,6251,0156628708,0
25846,6251,0312195516,0
25847,6251,0312278586,0
25849,6251,0312291639,0
25850,6251,0312305060,0
25861,6251,0312966091,9
25863,6251,0312980140,7
25864,6251,0312983271,0
25867,6251,0316284955,0
25870,6251,0316569321,8
25874,6251,0316899984,0
25880,6251,0345337662,0
25884,6251,0345351525,0
25887,6251,0345370775,0
25888,6251,0345370805,0
25890,6251,034538475X,0
25891,6251,0345387651,0
25895,6251,034540288X,0
25898,6251,0345417623,0
25901,6251,0345427637,0
25906,6251,0345465083,0
25911,6251,0374129983,0
25925,6251,0375725784,4
25927,6251,0375727345,6
25940,6251,0380717018,0
25942,6251,0380718340,0
25947,6251,0380730138,0
25949,6251,0380731851,0
25954,6251,0380789035,7
25961,6251,0380813815,10
25971,6251,0385420161,0
25975,6251,0385475721,0
25976,6251,0385479565,0
25978,6251,0385484518,7
25979,6251,0385492081,0
25981,6251,038550120X,0
25983,6251,038550926X,0
26000,6251,0394820371,10
26031,6251,0425182908,0
26033,6251,0425184226,0
26037,6251,0439064872,0
26040,6251,0439136350,10
26041,6251,0439139597,10
26042,6251,0439139600,0
26046,6251,043935806X,9
26052,6251,0440206154,7
26053,6251,044021145X,0
26056,6251,0440218535,0
26057,6251,044022103X,0
26058,6251,0440221471,0
26059,6251,0440222656,7
26061,6251,0440224675,6
26063,6251,0440224764,0
26069,6251,0440235162,0
26077,6251,0440414806,0
26082,6251,0440498058,10
26087,6251,0440998050,10
26088,6251,0441003257,10
26100,6251,0446364800,0
26106,6251,0446532231,10
26109,6251,0446604666,0
26113,6251,0446610399,0
26117,6251,0446672211,0
26123,6251,0449212602,0
26125,6251,0449221490,0
26126,6251,0449221504,0
26139,6251,0451183665,0
26140,6251,0451184963,0
26141,6251,0451188454,0
26148,6251,0451203895,0
26184,6251,0525947647,0
26192,6251,0553260111,0
26196,6251,0553272535,0
26201,6251,0553277472,0
26203,6251,0553282476,0
26210,6251,0553560247,7
26214,6251,0553572997,0
26215,6251,0553573136,0
26224,6251,0553580930,0
26233,6251,059035342X,0
26251,6251,0609610597,3
26264,6251,0670880728,0
